id,xcoord,ycoord
622,-62.53013,-30.93310
623,178.96965,68.28665
624,-142.29104,-83.91605
625,-134.46565,63.73724
626,-88.12062,80.31898
627,115.19923,40.60858
628,-13.07927,-80.39621
629,-147.77927,-85.53948
630,-105.22392,59.12621
631,64.27803,38.79199
632,152.31574,-31.13260
633,-45.42042,-19.73565
634,-46.45806,-19.52798
635,168.52323,65.80555
636,13.34823,-76.39399
637,123.89288,39.86158
638,49.46304,48.59197
639,-128.81256,61.38932
640,21.47073,6.05910
641,121.44974,-86.11880
642,26.34921,29.68767
643,57.71932,-83.68928
644,-109.39597,45.76615
645,25.72053,-2.74469
646,89.73205,24.82467
647,115.89124,-0.04719
648,-89.36679,31.19098
649,-4.03343,48.53520
650,25.75654,46.91829
651,55.27936,27.03262
652,18.68177,4.23993
653,46.29466,-75.96896
654,64.39558,68.93089
655,-104.47439,53.85577
656,41.69195,59.48642
657,-104.42255,69.02240
658,-1.61032,48.30866
659,10.00644,32.67608
660,-59.23803,52.18441
661,90.13979,39.19217
662,145.03427,-74.66521
663,-89.67676,-87.70559
664,11.90781,-83.54964
665,1.40274,14.57343
666,110.93911,-84.73720
667,-116.17762,64.71018
668,57.57095,64.57078
669,25.93203,67.15566
670,141.31283,-73.87381
671,-120.42431,73.73630
672,54.00209,-70.93797
673,132.23474,-24.78040
674,138.08815,-3.20453
675,57.84270,46.03501
676,-2.66233,56.96582
677,40.75720,67.37787
678,124.13498,72.27369
679,33.68700,-72.27011
680,-86.47597,-77.95888
681,-135.45621,-77.67789
682,-115.30269,-80.85110
683,-82.50544,-87.24499
684,-77.94821,-6.75027
685,41.32148,67.22068
686,9.05576,5.80560
687,24.68222,-21.59768
688,-29.91131,74.80325
689,-129.53909,63.96181
690,98.14291,-68.46814
691,111.25648,41.02934
692,99.06564,78.92557
693,8.09325,32.36714
694,175.87059,-38.06675
695,32.33211,29.56993
696,87.06828,-88.82790
697,14.36441,77.49484
698,143.22643,65.88559
699,74.18546,-82.57839
700,-107.84966,-85.26456
701,-23.70612,76.61160
702,54.86547,19.15494
703,20.63805,-28.65353
704,33.42429,-77.71817
705,-75.78939,-5.43158
706,55.61662,58.66279
707,67.81823,34.72906
708,4.49191,49.16232
709,29.60963,39.28833
710,50.10011,-79.54050
711,60.65179,36.25341
712,42.32670,3.95886
713,100.96130,72.84673
714,21.15447,-21.38631
715,3.31529,47.24707
716,11.51988,-3.70984
717,103.47166,50.99848
718,88.58924,65.82481
719,57.48281,64.54246
720,-121.18161,73.97527
721,-12.42795,25.18229
722,35.33194,60.25052
723,-63.97902,-34.48777
724,-76.18994,4.57300
725,-108.55652,-82.50483
726,16.60950,-3.35694
727,-72.00298,1.94698
728,31.95482,-8.95473
729,107.13900,-79.62396
730,152.24137,-27.84586
731,-111.72787,65.43039
732,-108.96977,-81.83697
733,16.28135,63.45925
734,-97.92050,-78.16106
735,102.15467,42.00913
736,17.92299,-72.02704
737,66.61961,66.44405
738,89.38276,25.14649
739,-103.50720,31.65363
740,100.39858,-71.42445
741,48.07416,-17.38550
742,-120.06518,54.08725
743,60.13152,65.60698
744,93.00405,58.69828
745,-92.03390,55.66955
746,12.52411,52.41999
747,52.32229,34.84720
748,-25.87433,78.49667
749,-115.67427,62.75531
750,35.38884,-14.13723
751,100.66456,-1.51427
752,-58.30856,-9.41146
753,96.84746,60.84325
754,41.80436,34.88825
755,56.81673,37.48576
756,145.60974,-85.20833
757,111.07405,-84.91217
758,-73.16700,62.00834
759,-123.41972,-80.70400
760,-3.46503,41.61384
761,-72.12457,55.03892
762,130.49125,54.55462
763,113.75777,-0.40530
764,100.30975,66.13156
765,-91.05875,14.32770
766,24.44082,-23.24168
767,9.88515,-84.39956
768,18.30514,-26.22576
769,31.56929,1.77182
770,13.20330,79.81032
771,138.67370,62.41038
772,37.98963,-82.61874
773,102.58949,73.65542
774,43.60066,57.85742
775,25.31559,-5.80608
776,-71.56344,48.28894
777,-46.62376,-82.90407
778,-88.41676,-81.88909
779,123.37940,13.62331
780,-173.33092,67.02986
781,-69.27646,-16.44961
782,-71.81065,5.87449
783,-69.60271,-10.62908
784,85.82727,45.32899
785,84.24147,32.38432
786,12.32879,-79.71466
787,-19.25481,-79.77868
788,24.93845,42.40920
789,-153.47466,60.93224
790,-65.39264,-86.51565
791,138.01081,47.34334
792,54.15498,73.66814
793,-58.53189,-1.91587
794,75.29368,-75.38908
795,105.82189,-4.93822
796,31.87293,-1.40132
797,141.92155,60.45660
798,142.76683,59.49194
799,117.33397,-67.51940
800,55.56614,-21.04485
801,-136.02679,66.66906
802,96.78035,17.95407
803,-93.58599,39.06538
804,-74.02433,62.27606
805,132.17948,-23.21992
806,30.49011,16.69946
807,171.21456,63.68367
808,112.22618,63.41874
809,11.19887,7.34006
810,17.45932,51.45094
811,-11.95960,26.37123
812,92.71102,65.65130
813,-90.99059,42.56162
814,139.50169,-89.52605
815,136.48436,60.41208
816,33.25080,17.04552
817,17.55004,21.60554
818,75.88332,48.19031
819,68.15535,29.26154
820,57.50445,19.42136
821,-111.74962,25.67838
822,35.72085,17.43237
823,-112.78884,36.55509
824,-82.65141,76.97191
825,-130.20068,-83.41834
826,115.73277,-23.03556
827,-57.67717,-88.11821
828,-69.84549,-70.83079
829,-158.15826,-86.20492
830,29.85101,-6.03270
831,-178.70193,-84.68044
832,91.63441,-77.88347
833,123.12396,52.90101
834,-81.48999,37.65521
835,172.54215,65.47600
836,73.51723,20.12413
837,-37.30228,75.06251
838,15.73591,-17.99253
839,-149.58537,-88.96750
840,-82.13924,79.65305
841,-61.99413,76.71491
842,176.77069,-84.44405
843,91.33578,-77.00102
844,-65.98052,-7.66811
845,63.76027,-72.77041
846,-69.69046,-69.40028
847,93.59008,56.85948
848,-109.96323,63.98810
849,-75.21968,-7.78070
850,39.16319,26.81478
851,54.52659,56.51284
852,13.95883,-75.47934
853,57.30921,52.92177
854,97.68548,43.50567
855,129.83640,69.84006
856,-102.17328,-75.63098
857,-73.85093,49.07913
858,57.13356,36.73192
859,119.15080,-21.18322
860,21.97193,-11.19835
861,-57.15443,-4.57871
862,87.71576,-79.35466
863,34.23551,41.83320
864,110.29376,58.05733
865,111.93169,41.12658
866,116.05956,-87.80169
867,37.53259,-13.45770
868,51.29850,-88.16402
869,21.54129,-6.74086
870,26.66310,-33.62505
871,170.76552,-44.66656
872,45.31776,51.26949
873,150.37873,-83.08564
874,107.07649,61.31214
875,81.44419,-76.31625
876,-19.23366,78.79469
877,-114.69665,46.83202
878,55.06361,-67.03068
879,61.10056,-81.58455
880,27.15204,69.44997
881,-142.85602,-80.97429
882,143.86790,-6.78583
883,-72.18922,18.22125
884,96.18013,-74.46509
885,-46.81265,-9.78372
886,151.39054,-82.58315
887,54.05765,64.61912
888,-21.03039,75.89217
889,90.84053,47.59279
890,13.29411,-9.46401
891,-71.16069,47.93192
892,-101.35560,-86.96668
893,83.26922,29.64008
894,147.15140,60.05737
895,4.84641,51.32700
896,44.05248,-73.51014
897,-55.82478,80.95882
898,54.86661,66.15875
899,21.16811,-77.30442
900,143.33953,-76.23639
901,41.40406,-79.34616
902,96.62803,-75.31382
903,-88.22655,-79.21487
904,100.12136,35.11992
905,22.20641,-81.33165
906,-77.13470,7.89606
907,110.19238,51.16716
908,107.73022,-78.78930
909,-49.61510,66.05673
910,-82.41084,-84.69839
911,34.91693,50.98421
912,130.34464,62.32061
913,58.99958,62.01683
914,8.17661,-84.50824
915,56.46216,64.36426
916,-59.08772,-6.16469
917,20.69902,6.81371
918,-59.19976,-88.03357
919,39.64395,22.97801
920,-60.90808,-17.40150
921,-84.04324,81.45139
922,15.95999,-27.19363
923,23.10317,-4.20518
924,-48.70471,70.66465
925,1.90846,14.08760
926,57.41020,26.03397
927,138.18959,58.53945
928,77.13132,10.17683
929,-111.19552,62.09192
930,62.58466,55.39007
931,92.93107,38.31090
932,41.56841,23.82561
933,11.36371,-82.10771
934,-6.75970,12.94648
935,-87.72649,34.01227
936,-70.68984,45.13054
937,-103.66565,38.49146
938,127.67715,-73.97815
939,41.16317,40.17660
940,21.64998,4.11158
941,101.85782,25.19186
942,44.02923,-17.59154
943,-52.43494,-24.68027
944,131.55175,-80.62584
945,-41.74967,66.48259
946,18.88043,-70.32880
947,45.60416,-24.76377
948,21.31565,32.54776
949,12.49454,59.84722
950,108.62822,43.64602
951,-148.58586,66.15700
952,102.63549,22.28768
953,-115.74001,-79.86044
954,-86.90058,55.62104
955,-78.94364,76.56473
956,-159.52609,61.40575
957,-104.45750,25.05035
958,-160.40289,-79.64171
959,-130.50756,-83.42442
960,-105.57876,57.39317
961,-53.38187,-18.13067
962,89.12072,38.22300
963,124.67656,-69.98071
964,-101.48360,-85.03950
965,-85.15567,80.01138
966,-74.09479,-12.10615
967,87.28982,-86.89629
968,-56.81399,-11.03779
969,-62.68979,-85.47840
970,93.13277,47.30150
971,-63.74886,58.19219
972,5.03688,25.12308
973,16.88937,1.36745
974,66.37965,53.41837
975,-105.34632,35.69014
976,124.69452,-18.76972
977,36.54946,-2.39761
978,37.39254,-81.99373
979,32.20205,56.56953
980,-121.24274,38.08266
981,26.35057,66.24866
982,87.05858,-73.29983
983,101.34517,43.69403
984,160.18956,-84.57606
985,125.94472,43.78707
986,86.57355,-69.08200
987,126.69443,50.23824
988,110.47060,-0.47752
989,-63.31494,-40.13152
990,110.00130,59.20355
991,116.12744,-31.87005
992,35.31117,0.57009
993,-105.86355,-77.04721
994,22.00185,-33.74238
995,-151.71958,-77.82646
996,153.60790,-77.20068
997,-4.28280,19.09062
998,114.48043,-84.16195
999,76.83778,-80.29593
1000,-107.68275,31.40881
1001,-177.58657,-88.90411
1002,-52.82672,-83.96959
1003,-121.76424,49.96553
1004,110.69440,62.42774
1005,-94.39925,62.46449
1006,-10.49516,-80.15419
1007,-92.76307,36.56989
1008,16.47962,-20.09279
1009,103.78499,39.94992
1010,151.88412,-25.98924
1011,-61.50969,76.29254
1012,93.13729,-87.53853
1013,120.19339,14.86440
1014,96.95560,-81.27518
1015,39.24684,-9.90141
1016,-142.91866,65.23155
1017,92.38373,72.40411
1018,-139.18285,-78.68566
1019,124.60711,43.13495
1020,177.48257,65.60844
1021,132.14090,-75.62571
1022,-33.77574,81.56439
1023,-55.51812,81.26366
1024,47.71990,39.29511
1025,-42.39808,-82.45946
1026,28.41383,-4.65173
1027,133.87712,46.54673
1028,101.38403,15.88789
1029,92.77521,25.50265
1030,147.63756,66.36786
1031,-104.59659,-83.90156
1032,93.34847,57.78909
1033,53.82965,26.89334
1034,45.39562,20.87043
1035,64.92781,56.37868
1036,-53.03563,-0.06852
1037,81.23615,26.85999
1038,116.05709,-70.63908
1039,42.57117,7.22308
1040,-48.93136,-3.59959
1041,34.69095,-79.18919
1042,115.97905,1.25497
1043,98.04558,-76.92905
1044,15.93031,44.73982
1045,51.62930,48.06030
1046,-45.71712,-22.42098
1047,34.48180,49.07852
1048,-176.42451,-89.72195
1049,61.24136,62.99177
1050,-140.45178,65.13847
1051,-107.31096,-80.47271
1052,-70.52621,-41.91791
1053,-116.72930,40.01714
1054,49.00931,11.15358
1055,-143.04818,-80.71924
1056,82.49500,22.82314
1057,-62.97285,8.49896
1058,119.20558,55.94567
1059,152.79329,-29.76885
1060,70.94378,-82.66794
1061,124.53571,8.06577
1062,-75.03981,55.13393
1063,-103.07615,41.41722
1064,-50.14976,-78.88594
1065,-178.98068,-87.35912
1066,-59.48102,-9.72816
1067,7.62722,-85.62700
1068,40.56989,-76.86833
1069,-84.69201,55.13052
1070,33.84250,7.69719
1071,-68.85297,-34.83078
1072,54.12810,32.72577
1073,85.15739,23.49400
1074,142.36227,-79.49665
1075,89.89704,41.57493
1076,157.70719,68.39412
1077,-24.59781,80.88984
1078,-6.21654,-85.39435
1079,59.14698,-75.26724
1080,131.44634,-68.45843
1081,139.21944,57.81441
1082,-70.51532,2.66557
1083,-26.20585,75.58426
1084,13.61692,-70.80468
